OBJECTID,Suburbs and Localities 2021 code,Suburbs and Localities 2021 name,Area in square kilometres,Uniform Resource Identifier,Usual Resident Population,IRSAD Score,IRSAD Rank within Australia,IRSAD Rank within Australia - Decile,IRSAD Rank within Australia - Percentile,IRSAD Rank within State or Territory,IRSAD Rank within State or Territory - Decile,IRSAD Rank within State or Territory - Percentile,IRSAD Minimum Score,IRSAD Maximum Score,IRSAD Per Cent of Usual Resident Population Without a Score,IRSD Score,IRSD Rank within Australia,IRSD Rank within Australia - Decile,IRSD Rank within Australia - Percentile,IRSD Rank within State or Territory,IRSD Rank within State or Territory - Decile,IRSD Rank within State or Territory - Percentile,IRSD Minimum Score,IRSD Maximum Score,IRSD Per Cent of Usual Resident Population Without a Score,IEO Score,IEO Rank within Australia,IEO Rank within Australia - Decile,IEO Rank within Australia - Percentile,IEO Rank within State or Territory,IEO Rank within State or Territory - Decile,IEO Rank within State or Territory - Percentile,IEO Minimum Score,IEO Maximum Score,IEO Per Cent of Usual Resident Population Without a Score,IER Score,IER Rank within Australia,IER Rank within Australia - Decile,IER Rank within Australia - Percentile,IER Rank within State or Territory,IER Rank within State or Territory - Decile,IER Rank within State or Territory - Percentile,IER Minimum Score,IER Maximum Score,IER Per Cent of Usual Resident Population Without a Score,Suburbs and Localities (SAL) Aggregation Quality Flag,globalid,Shape__Area,Shape__Length
13107,50684,Jardee,40.8423,https://linked.data.gov.au/dataset/asgsed3/SAL/50684,157,969.2583344,5777,4,40,473,4,31,969.2583344,969.2583344,0,983.016208,4630,4,33,373,3,25,983.016208,983.016208,0,952.9566075,5357,4,37,550,4,36,952.9566075,952.9566075,0,1028.838664,7601,6,53,660,5,43,1028.838664,1028.838664,0,1,7a8c6f1c-0711-4fbf-b296-1bc7f8b06dfe,0.003999583,0.291300638
13108,50685,Jarlmadangah Burru,1.2554,https://linked.data.gov.au/dataset/asgsed3/SAL/50685,35,763.6505095,184,1,2,30,1,2,763.6505095,763.6505095,0,587.3195597,117,1,1,27,1,2,587.3195597,587.3195597,0,876.285538,1210,1,9,143,1,10,876.285538,876.285538,0,538.8417067,73,1,1,15,1,1,538.8417067,538.8417067,0,,a6d02a76-2f62-4cc8-b92f-ddebb4d352da,0.000107111,0.041444482
13109,50686,Jarrahdale,256.3869,https://linked.data.gov.au/dataset/asgsed3/SAL/50686,1205,1004.792403,8781,7,61,814,6,53,926.9275419,1047.072986,0,1029.057381,8483,6,59,785,6,52,966.327164,1072.789604,0,966.0875832,6324,5,44,671,5,44,880.9458751,1017.466101,0,1080.980236,12029,9,84,1232,9,81,1014.033082,1128.67,0,,60603217-a6ca-47a6-af4a-0769ffe7b348,0.024563156,0.97900837
13110,50687,Jarrahwood,0.9937,https://linked.data.gov.au/dataset/asgsed3/SAL/50687,9,1019.361216,9908,7,69,948,7,62,1019.361216,1019.361216,0,1050.671493,10502,8,73,987,7,65,1050.671493,1050.671493,0,965.0817019,6228,5,43,644,5,42,965.0817019,965.0817019,0,1100.094484,13139,10,91,1377,9,90,1100.094484,1100.094484,0,1,add974d7-948b-4c52-bf53-9bcb1e12da66,9.6741973720782E-05,0.051316248
13111,50688,Jelcobine,520.7812,https://linked.data.gov.au/dataset/asgsed3/SAL/50688,154,1029.597716,10678,8,74,998,7,65,1029.597716,1029.597716,0,1052.019285,10616,8,74,1007,7,66,1052.019285,1052.019285,0,1033.260537,11082,8,77,1121,8,73,1033.260537,1033.260537,0,1082.208263,12122,9,84,1241,9,81,1082.208263,1082.208263,0,1,d9364668-14ee-40fe-abef-4aeb78709fad,0.049923257,1.24060798
13112,50689,Jennacubbine,71.3847,https://linked.data.gov.au/dataset/asgsed3/SAL/50689,56,1038.252732,11304,8,79,1082,8,71,1038.252732,1038.252732,0,1072.800164,12477,9,87,1266,9,83,1072.800164,1072.800164,0,1031.91294,10986,8,76,1108,8,72,1031.91294,1031.91294,0,1067.597958,10942,8,76,1092,8,72,1067.597958,1067.597958,0,1,6df9161d-b45d-4e0b-91a2-7a60d5429e7e,0.006774249,0.472149919
13113,50690,Jennapullin,105.3883,https://linked.data.gov.au/dataset/asgsed3/SAL/50690,75,1038.09388,11289,8,79,1077,8,71,1038.09388,1038.09388,0,1069.976724,12278,9,85,1238,9,81,1069.976724,1069.976724,0,1072.538752,12882,9,89,1361,9,89,1072.538752,1072.538752,0,1065.590264,10765,8,75,1058,7,69,1065.590264,1065.590264,0,1,ef3a7cca-8a70-4fcd-8c60-da8223b5e217,0.010008713,0.557854755
13114,50691,Jerdacuttup,1188.4105,https://linked.data.gov.au/dataset/asgsed3/SAL/50691,183,979.1562949,6595,5,46,550,4,36,979.1562949,979.1562949,0,1017.436496,7463,6,52,679,5,45,1017.436496,1017.436496,0,925.7169826,3503,3,25,342,3,23,925.7169826,925.7169826,0,1009.333966,5842,5,41,513,4,34,1009.333966,1009.333966,0,,f1e4673d-7566-42d2-ad63-dcd589fb565a,0.115670994,1.69297938
13115,50692,Jerramungup,1072.1776,https://linked.data.gov.au/dataset/asgsed3/SAL/50692,353,950.3069854,4288,3,30,327,3,22,914.8049231,1066.022317,0,981.6466316,4557,4,32,368,3,24,948.9066879,1088.359121,0,929.1024009,3670,3,26,356,3,24,885.1470146,1072.370476,0,961.8251095,2742,2,19,257,2,17,927.5782279,1073.449309,0,,8549b171-bce2-40ab-9558-fb0f1b3e247f,0.104594741,1.806137769
13116,50693,Jibberding,1054.0388,https://linked.data.gov.au/dataset/asgsed3/SAL/50693,24,1052.642591,12204,9,85,1232,9,81,1052.642591,1052.642591,0,1062.223622,11593,9,81,1135,8,74,1062.223622,1062.223622,0,1081.907107,13151,10,91,1399,10,91,1081.907107,1081.907107,0,1056.930022,10041,7,70,956,7,63,1056.930022,1056.930022,0,1,5eed90a2-339e-4352-b879-ded3a94784f0,0.098507688,2.27210068
13117,50694,Jigalong,999.7794,https://linked.data.gov.au/dataset/asgsed3/SAL/50694,306,662.9093757,49,1,1,8,1,1,662.9093757,662.9093757,0.06142024,415.7619097,30,1,1,5,1,1,415.7619097,415.7619097,0.06142024,939.614618,4398,4,31,430,3,28,939.614618,939.614618,0.06142024,425.9814479,11,1,1,2,1,1,425.9814479,425.9814479,0.06142024,,1458401d-4976-402c-8cb9-8859472883e6,0.088412923,1.527664638
13118,50695,Jilakin,589.9454,https://linked.data.gov.au/dataset/asgsed3/SAL/50695,49,1116.651401,14000,10,97,1509,10,99,1116.651401,1116.651401,0,1130.386398,14415,10,100,1534,10,100,1130.386398,1130.386398,0,1116.946208,13891,10,96,1498,10,97,1116.946208,1116.946208,0,1110.51523,13551,10,94,1444,10,94,1110.51523,1110.51523,0,1,8764d675-4629-4e6e-bc99-dd0e7fba5d5a,0.056728101,1.193982651
13119,50696,Jindalee (WA),3.6792,https://linked.data.gov.au/dataset/asgsed3/SAL/50696,4044,1070.650623,13000,9,90,1382,9,90,1053.841777,1118.535828,0,1080.449797,12976,9,90,1335,9,87,1054.90308,1096.453944,0,1018.818016,10152,8,71,1050,7,68,1012.900708,1039.45327,0,1122.62192,13898,10,97,1487,10,97,1091.911417,1200.031739,0,,aab89af2-fbc4-4ca7-9fe3-78ae018482ab,0.00034978,0.087763738
13120,50697,Jindong,22.3936,https://linked.data.gov.au/dataset/asgsed3/SAL/50697,68,1010.588518,9231,7,64,866,6,57,1010.588518,1010.588518,0,1028.384614,8418,6,59,779,6,51,1028.384614,1028.384614,0,1030.884572,10915,8,76,1104,8,72,1030.884572,1030.884572,0,1066.392548,10832,8,75,1068,7,70,1066.392548,1066.392548,0,1,ba21a42b-ace2-46ed-ac1e-1643f59c9843,0.00217863,0.239867152
13121,50698,Jingalup,394.9822,https://linked.data.gov.au/dataset/asgsed3/SAL/50698,139,1098.034888,13726,10,95,1481,10,97,1098.034888,1098.034888,0,1095.704522,13767,10,96,1462,10,96,1095.704522,1095.704522,0,1127.51705,14031,10,97,1517,10,99,1127.51705,1127.51705,0,1087.949357,12536,9,87,1291,9,84,1087.949357,1087.949357,0,1,c2f0fd29-37da-424a-9b6e-edbe3f1d0817,0.038535626,1.105642852
13122,50699,Jitarning,440.3814,https://linked.data.gov.au/dataset/asgsed3/SAL/50699,63,1086.759276,13497,10,94,1454,10,95,1086.759276,1086.759276,0,1110.256295,14159,10,98,1516,10,99,1110.256295,1110.256295,0,1088.733969,13320,10,92,1417,10,92,1088.733969,1088.733969,0,1116.912697,13749,10,96,1464,10,96,1116.912697,1116.912697,0,1,4e653eb2-ddb4-4d68-8bfd-cc634bf0d6b4,0.042382764,0.948146347
13123,50700,Jolimont,0.7481,https://linked.data.gov.au/dataset/asgsed3/SAL/50700,1479,1066.809981,12802,9,89,1334,9,87,1007.076595,1130.407308,0,1051.603829,10586,8,74,1000,7,65,992.5760182,1100.639664,0,1126.582725,14021,10,97,1516,10,99,1081.153709,1158.940257,0,974.5222117,3374,3,24,302,2,20,862.5945958,1093.024745,0,,1dada95a-50d2-45e6-a0f9-1e2ac0627cff,7.1367687496604E-05,0.042978206
13124,50701,Joondalup,10.6789,https://linked.data.gov.au/dataset/asgsed3/SAL/50701,9193,1008.567837,9082,7,63,843,6,55,946.1077375,1091.408856,0,1017.621714,7471,6,52,682,5,45,946.560419,1106.659692,0,1018.088564,10082,7,70,1033,7,67,945.6642269,1069.106091,0,980.7673351,3758,3,26,342,3,23,815.5154322,1138.62404,0,,479312af-97b2-4049-8097-3468b87859ac,0.001016301,0.140740181
13125,50702,Joondanna,1.4503,https://linked.data.gov.au/dataset/asgsed3/SAL/50702,5283,1044.928005,11765,9,82,1162,8,76,1008.267836,1093.577258,0,1040.471804,9565,7,67,881,6,58,988.7300321,1095.530944,0,1079.734246,13096,10,91,1392,10,91,1053.233717,1107.791552,0,970.430946,3184,3,23,289,2,19,914.3961123,1077.0698,0,,c68c80b2-0692-4b80-a56f-06f755332536,0.000138281,0.053516933
13126,50703,Julimar,387.1633,https://linked.data.gov.au/dataset/asgsed3/SAL/50703,406,947.7412138,4137,3,29,311,3,21,947.7412138,947.7412138,0,979.7616595,4426,4,31,353,3,23,979.7616595,979.7616595,0,914.5001394,2844,2,20,271,2,18,914.5001394,914.5001394,0,1019.405512,6708,5,47,561,4,37,1019.405512,1019.405512,0,,77f4163f-462a-451a-be50-6acc726a84bd,0.036741236,1.097889659
13127,50704,Juna Downs,2141.8665,https://linked.data.gov.au/dataset/asgsed3/SAL/50704,4,918.3212311,2447,2,17,198,2,13,918.3212311,918.3212311,0,925.4865701,1862,2,13,171,2,12,925.4865701,925.4865701,0,883.4166688,1426,1,10,154,2,11,883.4166688,883.4166688,0,958.1166968,2548,2,18,243,2,16,958.1166968,958.1166968,0,1,1c4f1c96-ba3c-4ef8-a150-ba705fcc6edf,0.188187701,3.108858755
13128,50705,Jurien Bay,525.8873,https://linked.data.gov.au/dataset/asgsed3/SAL/50705,1985,950.2501917,4282,3,30,326,3,22,905.8686891,1006.706832,0,989.5254305,5160,4,36,429,3,28,924.2626765,1046.20015,0,909.2282258,2525,2,18,233,2,16,874.0988818,970.8393951,0,1005.947377,5561,4,39,489,4,32,929.3996082,1059.772608,0,,3a2b5a81-81fa-4792-82fd-d0d34d860b91,0.049306108,1.34401047
13129,50706,Kadathinni,706.8268,https://linked.data.gov.au/dataset/asgsed3/SAL/50706,36,1049.131319,11982,9,83,1190,8,78,1049.131319,1049.131319,0,1069.884442,12274,9,85,1236,9,81,1069.884442,1069.884442,0,1061.098453,12413,9,86,1286,9,84,1061.098453,1061.098453,0,1044.750165,9009,7,63,831,6,54,1044.750165,1044.750165,0,1,263ae228-d5da-4b73-b216-fdc6b5854281,0.065852071,1.217787045
13130,50707,Kalamunda,10.5867,https://linked.data.gov.au/dataset/asgsed3/SAL/50707,7163,1048.72593,11965,9,83,1183,8,77,955.7769256,1117.815271,0,1060.041663,11398,8,79,1107,8,72,951.5349918,1113.838959,0,1042.378707,11506,8,80,1170,8,76,954.4639044,1101.20326,0,1053.90769,9817,7,68,924,7,61,910.5825429,1145.797691,0,,c5f3b5cd-5fb2-4fe8-8e80-334d7cf758f1,0.001010127,0.197689508
13131,50708,Kalannie,710.6967,https://linked.data.gov.au/dataset/asgsed3/SAL/50708,147,1039.696907,11411,8,79,1099,8,72,1039.696907,1039.696907,0,1067.694195,12088,9,84,1206,8,79,1067.694195,1067.694195,0,1034.783579,11159,8,77,1133,8,74,1034.783579,1034.783579,0,1084.733309,12327,9,86,1267,9,83,1084.733309,1084.733309,0,,383e316f-80e9-4a84-a55b-9ecc089a8d2c,0.066642903,1.396179948
13132,50709,Kalbarri,139.3204,https://linked.data.gov.au/dataset/asgsed3/SAL/50709,1478,924.7100427,2770,2,20,225,2,15,894.087186,1038.511943,0,968.747351,3727,3,26,285,2,19,942.9491052,1051.695736,0,876.0528355,1203,1,9,142,1,10,846.8094259,916.2800693,0,980.9866201,3775,3,27,344,3,23,936.0796791,1108.496936,0,,02918899-88ac-48e9-a7f4-4960b9f4eedb,0.012744775,0.920320026
13133,50710,Kalbarri National Park,1806.3249,https://linked.data.gov.au/dataset/asgsed3/SAL/50710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f5df9f5-af63-421b-90a7-f3523c54e928,0.165271954,2.252940395
13134,50711,Kalgan,245.1017,https://linked.data.gov.au/dataset/asgsed3/SAL/50711,840,1031.730433,10840,8,75,1015,7,66,1029.754289,1034.941668,0,1039.547959,9446,7,66,871,6,57,1037.394142,1040.873384,0,1032.541962,11017,8,77,1117,8,73,1030.815514,1035.347441,0,1067.705309,10955,8,76,1100,8,72,1053.32725,1091.069656,0,,b54d1670-78b6-40c6-8ad9-118ffba24603,0.024171949,1.056988597
13135,50712,Kalgoorlie,4.0398,https://linked.data.gov.au/dataset/asgsed3/SAL/50712,3711,981.2507006,6748,5,47,568,4,37,925.2139368,1048.97521,0,1005.235546,6397,5,45,570,4,38,946.4588687,1042.72652,0,938.9760938,4371,4,31,423,3,28,882.1734639,1073.376962,0,965.9160013,2965,3,21,265,2,18,870.3128353,1006.359254,0,,cea39382-0ec0-40ef-a5f7-8b5aeb942473,0.000380548,0.09335859
13136,50713,Kalgup,16.5335,https://linked.data.gov.au/dataset/asgsed3/SAL/50713,91,994.7201626,7914,6,55,699,5,46,994.7201626,994.7201626,0,1020.478056,7734,6,54,701,5,46,1020.478056,1020.478056,0,994.7758906,8389,6,58,853,6,56,994.7758906,994.7758906,0,1079.165862,11901,9,83,1212,8,79,1079.165862,1079.165862,0,1,6d0e7781-b8c3-4aac-ae2b-9a6a1e3fb167,0.001608246,0.177302888
13137,50714,Kallaroo,2.9248,https://linked.data.gov.au/dataset/asgsed3/SAL/50714,5305,1089.147476,13561,10,94,1465,10,96,971.3664358,1154.135958,0,1082.315131,13125,10,91,1362,9,89,1016.187613,1125.407952,0,1072.021808,12861,9,89,1354,9,88,968.5637702,1120.411267,0,1100.523943,13161,10,91,1383,9,90,980.8717842,1178.058253,0,,35443c9f-9230-435e-8e7f-18d78a1d9bf8,0.0002785,0.075159617
13138,50715,Kaloorup,45.0386,https://linked.data.gov.au/dataset/asgsed3/SAL/50715,90,1010.588518,9232,7,64,867,6,57,1010.588518,1010.588518,0,1028.384614,8419,6,59,780,6,51,1028.384614,1028.384614,0,1030.884572,10916,8,76,1105,8,72,1030.884572,1030.884572,0,1066.392548,10833,8,75,1069,7,70,1066.392548,1066.392548,0,1,14610b49-bc53-47c7-9bc8-6ed583d36c5b,0.004384092,0.2967526
13139,50716,Kalumburu,4.0475,https://linked.data.gov.au/dataset/asgsed3/SAL/50716,388,702.363751,84,1,1,17,1,2,702.363751,702.363751,0,495.6800701,70,1,1,16,1,2,495.6800701,495.6800701,0,847.6166954,548,1,4,64,1,5,847.6166954,847.6166954,0,520.0873578,62,1,1,13,1,1,520.0873578,520.0873578,0,,77da360d-95cf-4157-8f6a-c6949c97f962,0.00033906,0.097475585
13140,50717,Kambalda East,101.748,https://linked.data.gov.au/dataset/asgsed3/SAL/50717,802,857.5627459,705,1,5,83,1,6,814.4350288,896.8009605,0.11346633,889.753363,1064,1,8,112,1,8,827.0948979,946.7609321,0.11346633,802.2290699,141,1,1,15,1,1,786.6876807,816.3688484,0.11346633,927.5301706,1448,2,11,156,2,11,857.030849,991.6714632,0.11346633,,a824f508-e102-4ee6-9c4b-32d32ee2f23d,0.0096302,0.476509789
13141,50718,Kambalda West,124.0635,https://linked.data.gov.au/dataset/asgsed3/SAL/50718,1666,898.1893541,1686,2,12,152,1,10,851.2076975,944.809798,0,926.175313,1898,2,14,172,2,12,870.1773049,979.671156,0,847.9525539,552,1,4,65,1,5,823.819504,875.7852696,0,941.3234706,1906,2,14,187,2,13,887.563584,991.1386501,0,,1dcf4f2b-6005-47dd-b07c-1818ef652da0,0.011740379,0.560224032
13142,50719,Kangaroo Gully,51.3,https://linked.data.gov.au/dataset/asgsed3/SAL/50719,512,1021.356365,10086,7,70,960,7,63,979.0646046,1032.168428,0,1057.048799,11107,8,77,1068,7,70,1020.714855,1066.337721,0,1007.415499,9302,7,65,927,7,61,943.2627136,1023.816422,0,1075.633421,11636,9,81,1172,8,77,1034.984389,1086.025513,0,,5fee1764-0bf5-4089-acfe-47ecbc40a13b,0.005003801,0.37509765
13143,50720,Kanowna,2721.7289,https://linked.data.gov.au/dataset/asgsed3/SAL/50720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e5da551a-e4f3-4e8c-91bb-1e717d158739,0.255592375,2.520336109
13144,50721,Kanpa,75573.44,https://linked.data.gov.au/dataset/asgsed3/SAL/50721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234cac65-8031-4fba-af36-4b3bfe3d8c4b,6.757455656,17.14585613
13145,50722,Karakin,141.3139,https://linked.data.gov.au/dataset/asgsed3/SAL/50722,239,930.4864984,3047,3,22,236,2,16,930.4864984,930.4864984,0,976.1001503,4160,3,29,324,3,22,976.1001503,976.1001503,0,890.5362383,1680,2,12,169,2,11,890.5362383,890.5362383,0,1021.385884,6873,5,48,595,4,39,1021.385884,1021.385884,0,1,49c5ecf7-ba39-492c-9ca9-484f37ef0d66,0.013353934,0.534845486
13146,50723,Karalundi,2.1225,https://linked.data.gov.au/dataset/asgsed3/SAL/50723,65,927.0255429,2897,3,21,231,2,16,927.0255429,927.0255429,0,870.5783323,796,1,6,92,1,6,870.5783323,870.5783323,0,1033.579034,11101,8,77,1123,8,73,1033.579034,1033.579034,0,802.2219,268,1,2,58,1,4,802.2219,802.2219,0,,ce56eb8f-cd87-451e-bb4a-66a98067ab86,0.000191557,0.063679454
13147,50724,Karawara,0.9885,https://linked.data.gov.au/dataset/asgsed3/SAL/50724,1842,1000.064807,8363,6,58,759,5,50,877.334447,1073.781721,0,970.154818,3803,3,27,295,2,20,798.0862789,1055.063667,0,1051.069397,11954,9,83,1229,8,80,1003.828657,1105.979728,0,939.5636197,1838,2,13,182,2,12,670.2510381,1066.104534,0,,ec33b43f-27ab-4b26-aa71-779d0e64cbaa,9.43620327689132E-05,0.043947561
13148,50725,Kardinya,4.3831,https://linked.data.gov.au/dataset/asgsed3/SAL/50725,9137,1055.337806,12329,9,86,1253,9,82,988.5071529,1121.035729,0,1060.978555,11493,8,80,1111,8,73,982.4650533,1114.977112,0,1047.080601,11752,9,82,1205,8,78,998.9277587,1098.388055,0,1048.652792,9354,7,65,877,6,57,916.3592914,1157.984073,0,,d9d3bcc8-7767-4589-a976-d394b4ac2052,0.000418589,0.093575509
13149,50726,Karijini,6344.7775,https://linked.data.gov.au/dataset/asgsed3/SAL/50726,39,918.3212311,2448,2,17,199,2,13,918.3212311,918.3212311,0,925.4865701,1861,2,13,170,2,12,925.4865701,925.4865701,0,883.4166688,1427,1,10,155,2,11,883.4166688,883.4166688,0,958.1166968,2549,2,18,244,2,16,958.1166968,958.1166968,0,1,c1a811c6-672b-49c8-842b-bf58a31c6b29,0.557738524,5.126977085
13150,50727,Karlgarin,1051.1574,https://linked.data.gov.au/dataset/asgsed3/SAL/50727,105,1015.714213,9628,7,67,911,6,60,1015.714213,1015.714213,0,1036.083455,9124,7,64,846,6,55,1036.083455,1036.083455,0,1083.062749,13185,10,91,1403,10,91,1083.062749,1083.062749,0,1050.426288,9498,7,66,890,6,58,1050.426288,1050.426288,0,1,267c5825-6913-47c5-9467-15371eee6c6b,0.10077361,1.667610363
13151,50728,Karlkurla,40.8775,https://linked.data.gov.au/dataset/asgsed3/SAL/50728,270,1099.161665,13742,10,96,1486,10,97,1099.161665,1099.161665,0.01159174,1087.648248,13397,10,93,1389,10,91,1087.648248,1087.648248,0.01159174,1078.87344,13069,10,91,1383,9,90,1078.87344,1078.87344,0.01159174,1070.765478,11171,8,78,1116,8,73,1070.765478,1070.765478,0.01159174,,b576c9d0-ec0e-4a01-a077-1acd9e5d7e96,0.003850015,0.339806149
13152,50729,Karloning,213.7976,https://linked.data.gov.au/dataset/asgsed3/SAL/50729,34,1042.920078,11643,9,81,1150,8,75,1042.920078,1042.920078,0,1065.017787,11844,9,82,1166,8,76,1065.017787,1065.017787,0,1042.056991,11484,8,80,1165,8,76,1042.056991,1042.056991,0,1109.251512,13482,10,94,1433,10,94,1109.251512,1109.251512,0,1,6351ecd3-b2c4-4f04-bc73-af09f6988b6a,0.020115983,0.713165041
13153,50730,Karloo,4.0277,https://linked.data.gov.au/dataset/asgsed3/SAL/50730,495,788.7254956,248,1,2,39,1,3,785.487288,989.3546757,0,769.802535,278,1,2,48,1,4,765.8435667,1015.087788,0,782.087184,73,1,1,10,1,1,779.9374413,915.2784993,0,862.3034448,473,1,4,77,1,6,858.4418741,1101.554249,0,,9bc16d10-249e-4f63-aed5-182bccf02cb4,0.000372244,0.097630645
13154,50731,Karnup,32.2108,https://linked.data.gov.au/dataset/asgsed3/SAL/50731,2096,989.2897157,7436,6,52,646,5,42,947.3686672,1042.872451,0,1026.924583,8292,6,58,763,5,50,994.2518277,1059.929335,0,930.15524,3745,3,26,361,3,24,907.0549142,984.4984714,0,1091.113814,12738,9,89,1316,9,86,1020.957918,1152.55698,0,,41565ba4-959a-49e9-9055-c29305086dc2,0.003087977,0.264696484
13155,50732,Karragullen,36.2911,https://linked.data.gov.au/dataset/asgsed3/SAL/50732,395,1037.093627,11213,8,78,1065,7,70,1037.093627,1074.409722,0,1068.759673,12173,9,85,1220,8,80,1068.759673,1069.529504,0,1011.848319,9624,7,67,952,7,62,1011.848319,1079.127205,0,1099.597128,13117,10,91,1374,9,90,1099.597128,1123.952546,0,,71cba4bf-2311-4e54-9fae-0f60dd0edfa0,0.003467472,0.415994218
13156,50733,Karrakatta,1.8775,https://linked.data.gov.au/dataset/asgsed3/SAL/50733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09c56546-e6ec-4b64-bb89-3db7891863eb,0.000179127,0.073397609
13157,50734,Karrakup,82.8538,https://linked.data.gov.au/dataset/asgsed3/SAL/50734,172,1027.483808,10531,8,73,987,7,65,1027.483808,1027.483808,0,1043.125432,9782,7,68,900,6,59,1043.125432,1043.125432,0,990.5404688,8074,6,56,818,6,53,990.5404688,990.5404688,0,1027.940322,7462,6,52,654,5,43,1027.940322,1027.940322,0,,4c0f2884-801a-409b-b99b-9c2bb982f503,0.007929016,0.467492613
13158,50735,Karramindie,737.431,https://linked.data.gov.au/dataset/asgsed3/SAL/50735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b6d54eb3-7fa5-464a-92f7-0dab88c86646,0.069657992,1.228097599
13159,50736,Karranadgin,406.952,https://linked.data.gov.au/dataset/asgsed3/SAL/50736,86,1038.252732,11305,8,79,1083,8,71,1038.252732,1038.252732,0,1072.800164,12478,9,87,1267,9,83,1072.800164,1072.800164,0,1031.91294,10987,8,76,1109,8,72,1031.91294,1031.91294,0,1067.597958,10943,8,76,1093,8,72,1067.597958,1067.597958,0,1,1dd4a0e5-b6d4-4b94-8e02-95a890703d6f,0.038523057,0.880600721
13160,50737,Karratha,0.4877,https://linked.data.gov.au/dataset/asgsed3/SAL/50737,98,1070.178279,12966,9,90,1368,9,89,1070.178279,1070.178279,0,1080.53596,12985,9,90,1336,9,87,1080.53596,1080.53596,0,1039.203125,11325,8,79,1147,8,75,1039.203125,1039.203125,0,909.068447,1006,1,7,122,1,8,909.068447,909.068447,0,1,314f3c85-1ac5-4fd6-b7da-b6b4e0b024ff,4.22944885940524E-05,0.03302537
13161,50738,Karratha Industrial Estate,11.7861,https://linked.data.gov.au/dataset/asgsed3/SAL/50738,163,1021.003119,10054,7,70,959,7,63,1021.003119,1021.003119,0,1063.888231,11741,9,82,1144,8,75,1063.888231,1063.888231,0,912.8830021,2750,2,19,257,2,17,912.8830021,912.8830021,0,987.6452765,4253,3,30,383,3,25,987.6452765,987.6452765,0,,e4722087-ab65-450f-9c28-2841eb74a379,0.001022273,0.178692971
13162,50739,Karridale,98.6535,https://linked.data.gov.au/dataset/asgsed3/SAL/50739,317,977.4496072,6445,5,45,541,4,36,977.4496072,977.4496072,0,1002.28667,6147,5,43,537,4,35,1002.28667,1002.28667,0,961.1459095,5931,5,41,607,4,40,961.1459095,961.1459095,0,1008.14834,5735,4,40,506,4,33,1008.14834,1008.14834,0,,d0847e17-cc2b-4f49-9a59-0f5a0e0d39a3,0.009647771,0.590877569
13163,50740,Karrinyup,6.4713,https://linked.data.gov.au/dataset/asgsed3/SAL/50740,9886,1110.468931,13910,10,97,1498,10,98,1015.847697,1182.130337,0.02852519,1093.07165,13653,10,95,1430,10,93,971.3503935,1139.863098,0.02852519,1096.643213,13508,10,94,1440,10,94,1031.70187,1122.764977,0.02852519,1094.781033,12904,9,90,1333,9,87,945.5543705,1200.224148,0.02852519,,1479406d-843d-49c5-9f5a-4a13dd5e55f6,0.00061679,0.111405614
13164,50741,Karroun Hill,2814.0675,https://linked.data.gov.au/dataset/asgsed3/SAL/50741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75114fa7-4494-4251-b867-fc3d55409f1d,0.263042928,2.452166867
13165,50742,Katanning,136.6952,https://linked.data.gov.au/dataset/asgsed3/SAL/50742,3637,882.8932519,1271,1,9,123,1,8,796.5533322,1058.474447,0,889.1018695,1058,1,8,110,1,8,781.7676701,1079.077911,0,859.1837244,758,1,6,94,1,7,774.9763824,1064.324763,0,929.1403319,1483,2,11,159,2,11,871.5463473,1083.384688,0,,89e22a2b-0bcb-4a3b-9b16-41e663d81908,0.013291986,0.630060501
13166,50743,Katrine,83.3357,https://linked.data.gov.au/dataset/asgsed3/SAL/50743,66,998.4475166,8220,6,57,731,5,48,998.4475166,998.4475166,0,1023.838398,7994,6,56,726,5,48,1023.838398,1023.838398,0,982.7167211,7461,6,52,774,6,51,982.7167211,982.7167211,0,1078.547097,11846,9,82,1205,8,79,1078.547097,1078.547097,0,1,84e18abf-8ebb-49dd-88e8-e01d6cfa6670,0.007921922,0.416649787
13167,50744,Kauring,79.5434,https://linked.data.gov.au/dataset/asgsed3/SAL/50744,72,990.2835037,7536,6,53,670,5,44,990.2835037,990.2835037,0,1024.764058,8071,6,56,734,5,48,1024.764058,1024.764058,0,980.8285349,7328,6,51,756,5,49,980.8285349,980.8285349,0,1032.303126,7888,6,55,696,5,46,1032.303126,1032.303126,0,1,1315d059-27f4-4eeb-9f01-efa71943cbaa,0.007586892,0.57483336
